filename,width,height,class,xmin,ymin,xmax,ymax
pic-64-_jpg.rf.5a0e8d02278b5430fa7bd514f437f041.jpg,640,640,Pothole,145,145,325,293
pic-64-_jpg.rf.5a0e8d02278b5430fa7bd514f437f041.jpg,640,640,Pothole,378,475,640,638
pic-64-_jpg.rf.5a0e8d02278b5430fa7bd514f437f041.jpg,640,640,Pothole,427,276,633,369
pic-64-_jpg.rf.5a0e8d02278b5430fa7bd514f437f041.jpg,640,640,Pothole,368,232,422,262
pic-77-_jpg.rf.5d2577e0f9e471d4b9dcfce00a96d034.jpg,640,640,Pothole,35,31,315,530
pic-48-_jpg.rf.5f35e42f4f2abf32c388f70cd219d8cb.jpg,640,640,Pothole,340,347,576,443
pic-48-_jpg.rf.5f35e42f4f2abf32c388f70cd219d8cb.jpg,640,640,Pothole,264,265,307,284
pic-48-_jpg.rf.5f35e42f4f2abf32c388f70cd219d8cb.jpg,640,640,Pothole,110,228,140,240
pic-247-_jpg.rf.5b9be4976067ff481a06a5d7f1916133.jpg,640,640,Pothole,105,324,603,634
pic-247-_jpg.rf.5b9be4976067ff481a06a5d7f1916133.jpg,640,640,Pothole,432,223,554,257
pic-247-_jpg.rf.5b9be4976067ff481a06a5d7f1916133.jpg,640,640,Pothole,157,204,254,226
pic-247-_jpg.rf.5b9be4976067ff481a06a5d7f1916133.jpg,640,640,Pothole,393,183,523,211
pic-247-_jpg.rf.5b9be4976067ff481a06a5d7f1916133.jpg,640,640,Pothole,143,114,245,126
pic-247-_jpg.rf.5b9be4976067ff481a06a5d7f1916133.jpg,640,640,Pothole,397,118,494,134
pic-137-_jpg.rf.5b5d603ae481652805ea93e3698ea609.jpg,640,640,Pothole,211,203,582,344
pic-258-_jpg.rf.5dc1fecc0c1bd209ca05c88618583504.jpg,640,640,Pothole,107,449,601,640
pic-258-_jpg.rf.5dc1fecc0c1bd209ca05c88618583504.jpg,640,640,Pothole,529,363,629,410
pic-258-_jpg.rf.5dc1fecc0c1bd209ca05c88618583504.jpg,640,640,Pothole,227,288,334,331
pic-258-_jpg.rf.5dc1fecc0c1bd209ca05c88618583504.jpg,640,640,Pothole,425,280,609,319
pic-233-_jpg.rf.59141047e39ac5b57f2f9b1f6a763936.jpg,640,640,Pothole,55,329,390,591
pic-124-_jpg.rf.5e69150b156446dbd25a1ba55e83d665.jpg,640,640,Pothole,12,178,640,640
pic-124-_jpg.rf.5f9ee27d0fe8571af0685b1746b9d7fc.jpg,640,640,Pothole,3,199,640,598
pic-41-_jpg.rf.5e808c2edeb8c3db416e41b5cf956575.jpg,640,640,Pothole,26,238,426,478
pic-41-_jpg.rf.5e808c2edeb8c3db416e41b5cf956575.jpg,640,640,Pothole,425,119,570,188
pic-198-_jpg.rf.5bfd105d64b4c14a88672ff3fdefc4ea.jpg,640,640,Pothole,15,194,640,611
pic-24-_jpg.rf.5c0e8c26b2a5c454bf448e0b6f2ecd97.jpg,640,640,Pothole,112,256,207,286
pic-24-_jpg.rf.5c0e8c26b2a5c454bf448e0b6f2ecd97.jpg,640,640,Pothole,107,244,640,640
pic-167-_jpg.rf.5d211f0e20e55adab672af34f9df1940.jpg,640,640,Pothole,263,292,363,397
pic-167-_jpg.rf.5d211f0e20e55adab672af34f9df1940.jpg,640,640,Pothole,291,258,367,292
pic-298-_jpg.rf.58b2ce2cbcbc68eb15a507b2cf8643e2.jpg,640,640,Pothole,303,297,422,459
pic-298-_jpg.rf.58b2ce2cbcbc68eb15a507b2cf8643e2.jpg,640,640,Pothole,302,203,341,229
pic-19-_jpg.rf.5b617b77a960e3e18ff122c7c17a3a90.jpg,640,640,Pothole,20,15,628,638
pic-5-_jpg.rf.5fbe76ea8a76e35b41970ccb6f5e4730.jpg,640,640,Pothole,168,435,488,550
pic-5-_jpg.rf.5fbe76ea8a76e35b41970ccb6f5e4730.jpg,640,640,Pothole,362,264,524,306
pic-5-_jpg.rf.5fbe76ea8a76e35b41970ccb6f5e4730.jpg,640,640,Pothole,188,347,306,396
pic-5-_jpg.rf.5fbe76ea8a76e35b41970ccb6f5e4730.jpg,640,640,Pothole,152,194,329,260
pic-5-_jpg.rf.5fbe76ea8a76e35b41970ccb6f5e4730.jpg,640,640,Pothole,175,135,241,164
pic-249-_jpg.rf.6184619642f841a8598f0fee9f9cb770.jpg,640,640,Pothole,237,299,388,415
pic-252-_jpg.rf.60c38b7dd52f66a6bf7fd05386915aef.jpg,640,640,Pothole,184,325,344,532
pic-77-_jpg.rf.61a63f92522c3558c8dc33ecae183ed2.jpg,640,640,Pothole,12,21,400,477
pic-97-_jpg.rf.5fdb2665d8114a571692b42b87a9da50.jpg,640,640,Pothole,121,380,350,473
pic-83-_jpg.rf.6067035f09c5b1b4a82debfac50b8b68.jpg,640,640,Pothole,162,152,489,473
pic-242-_jpg.rf.61dffd0851eee83ef24f448d88ffeebe.jpg,640,640,Pothole,150,282,418,413
pic-264-_jpg.rf.6219b6cecf8a84cc4bd3139144ade94f.jpg,640,640,Pothole,209,131,529,387
pic-153-_jpg.rf.61b165d52cdeea1e1a674f2e8e3912d5.jpg,640,640,Pothole,114,314,491,632
pic-153-_jpg.rf.61b165d52cdeea1e1a674f2e8e3912d5.jpg,640,640,Pothole,3,128,212,233
pic-153-_jpg.rf.61b165d52cdeea1e1a674f2e8e3912d5.jpg,640,640,Pothole,455,341,582,392
pic-9-_jpg.rf.62204b022d0e43f1804769f4fc142c28.jpg,640,640,Pothole,1,422,179,600
pic-9-_jpg.rf.62204b022d0e43f1804769f4fc142c28.jpg,640,640,Pothole,125,213,267,292
pic-9-_jpg.rf.62204b022d0e43f1804769f4fc142c28.jpg,640,640,Pothole,300,296,570,484
pic-9-_jpg.rf.62204b022d0e43f1804769f4fc142c28.jpg,640,640,Pothole,307,126,432,204
pic-9-_jpg.rf.62204b022d0e43f1804769f4fc142c28.jpg,640,640,Pothole,188,2,355,87
pic-9-_jpg.rf.62204b022d0e43f1804769f4fc142c28.jpg,640,640,Pothole,443,3,613,87
pic-9-_jpg.rf.62204b022d0e43f1804769f4fc142c28.jpg,640,640,Pothole,0,34,64,106
pic-233-_jpg.rf.64732a7585f4f1dc942fda7dce11b947.jpg,640,640,Pothole,97,319,424,623
pic-188-_jpg.rf.635564dad2da056faf9127525b2b6cb4.jpg,640,640,Pothole,107,311,640,627
pic-121-_jpg.rf.6550c19d889288f83dca4f4c57545348.jpg,640,640,Pothole,15,199,405,568
pic-221-_jpg.rf.6280cd42dfe06a2d66148f5b5af6eb1b.jpg,640,640,Pothole,0,278,559,631
pic-221-_jpg.rf.6280cd42dfe06a2d66148f5b5af6eb1b.jpg,640,640,Pothole,2,43,141,166
pic-221-_jpg.rf.6280cd42dfe06a2d66148f5b5af6eb1b.jpg,640,640,Pothole,389,188,545,247
pic-7-_jpg.rf.65c5742cced68822528a322492f2652d.jpg,640,640,Pothole,148,516,432,640
pic-7-_jpg.rf.65c5742cced68822528a322492f2652d.jpg,640,640,Pothole,137,255,271,294
pic-196-_jpg.rf.66a50a098577b349d7bee13dc9640c2e.jpg,640,640,Pothole,132,413,312,452
pic-196-_jpg.rf.66a50a098577b349d7bee13dc9640c2e.jpg,640,640,Pothole,9,464,246,525
pic-83-_jpg.rf.658f94a0e7d008ff38e85a627d6f699e.jpg,640,640,Pothole,162,168,430,457
pic-195-_jpg.rf.66e723938cac897ced6246535fe9da8a.jpg,640,640,Pothole,4,330,630,633
pic-195-_jpg.rf.66e723938cac897ced6246535fe9da8a.jpg,640,640,Pothole,0,226,147,295
pic-81-_jpg.rf.682981671ea574a72479e1763164f07b.jpg,640,640,Pothole,315,320,552,582
pic-48-_jpg.rf.68853a3577e0a03df1d073ae0713d353.jpg,640,640,Pothole,351,350,611,453
pic-48-_jpg.rf.68853a3577e0a03df1d073ae0713d353.jpg,640,640,Pothole,266,263,313,284
pic-48-_jpg.rf.68853a3577e0a03df1d073ae0713d353.jpg,640,640,Pothole,96,226,129,239
pic-139-_jpg.rf.68c4e347a47e89fb46aedd298c2c3e5c.jpg,640,640,Pothole,288,273,639,638
pic-139-_jpg.rf.68c4e347a47e89fb46aedd298c2c3e5c.jpg,640,640,Pothole,472,215,640,423
pic-139-_jpg.rf.68c4e347a47e89fb46aedd298c2c3e5c.jpg,640,640,Pothole,134,161,249,201
pic-284-_jpg.rf.684fdc990a5a35d7a5d296857475e65d.jpg,640,640,Pothole,51,68,549,575
pic-162-_jpg.rf.69c191909f6cc1a946105b08efab6224.jpg,640,640,Pothole,270,368,525,546
pic-162-_jpg.rf.69c191909f6cc1a946105b08efab6224.jpg,640,640,Pothole,559,221,640,242
pic-146-_jpg.rf.6d367895786517cfe865fb065be076a5.jpg,640,640,Pothole,126,365,280,629
pic-146-_jpg.rf.6d367895786517cfe865fb065be076a5.jpg,640,640,Pothole,458,24,638,148
pic-13-_jpg.rf.6ada3c0e80b409618278df949cd6b7e5.jpg,640,640,Pothole,27,321,583,640
pic-240-_jpg.rf.6cf12918112f73e428cb65a891665604.jpg,640,640,Pothole,180,329,404,431
pic-240-_jpg.rf.6cf12918112f73e428cb65a891665604.jpg,640,640,Pothole,417,227,458,258
pic-234-_jpg.rf.6e6834e9f26a64c34edc2093c2133e77.jpg,640,640,Pothole,213,471,366,553
pic-234-_jpg.rf.6e6834e9f26a64c34edc2093c2133e77.jpg,640,640,Pothole,47,459,144,544
pic-86-_jpg.rf.6ba43a8fea8b523c5647b5148ccc4c48.jpg,640,640,Pothole,186,532,328,630
pic-186-_jpg.rf.6dfa17e72f379782ec0b743ba60b8543.jpg,640,640,Pothole,147,314,511,591
pic-186-_jpg.rf.6df069fb0a914f27571234fbc1aa446b.jpg,640,640,Pothole,117,288,458,554
pic-217-_jpg.rf.6bb67326dc3fab2b66c9c65a3364504c.jpg,640,640,Pothole,382,272,621,450
pic-217-_jpg.rf.6bb67326dc3fab2b66c9c65a3364504c.jpg,640,640,Pothole,496,160,629,232
pic-78-_jpg.rf.6e55ada23b1148608d6daddc7d6d7e27.jpg,640,640,Pothole,11,268,515,534
pic-249-_jpg.rf.6e835a0b390d9b7815c33f5834b17a42.jpg,640,640,Pothole,211,268,369,412
pic-59-_jpg.rf.6f4e81b1ca5d29168033fa69c92c6e24.jpg,640,640,Pothole,126,296,509,446
pic-68-_jpg.rf.6d010af44edfa998adc338038f167ac6.jpg,640,640,Pothole,86,179,556,483
pic-24-_jpg.rf.6f72a29392e37293dead7ab866cff716.jpg,640,640,Pothole,442,266,546,297
pic-24-_jpg.rf.6f72a29392e37293dead7ab866cff716.jpg,640,640,Pothole,0,236,524,636
pic-189-_jpg.rf.6ecb9b14009286fba81f2e83e3b7f1e1.jpg,640,640,Pothole,0,136,637,586
pic-206-_jpg.rf.72255834e8accc349443c0b769bd3cfc.jpg,640,640,Pothole,6,333,72,359
pic-206-_jpg.rf.72255834e8accc349443c0b769bd3cfc.jpg,640,640,Pothole,541,106,624,127
pic-296-_jpg.rf.71c7e5d6a9c5da8e4043d68da5539b8e.jpg,640,640,Pothole,58,180,180,277
pic-296-_jpg.rf.71c7e5d6a9c5da8e4043d68da5539b8e.jpg,640,640,Pothole,208,30,285,114
pic-256-_jpg.rf.7019bcfb7ed85d62a0068bb4d90894d6.jpg,640,640,Pothole,308,321,631,629
pic-256-_jpg.rf.7019bcfb7ed85d62a0068bb4d90894d6.jpg,640,640,Pothole,294,265,344,295
pic-256-_jpg.rf.7019bcfb7ed85d62a0068bb4d90894d6.jpg,640,640,Pothole,0,178,376,262
pic-256-_jpg.rf.7019bcfb7ed85d62a0068bb4d90894d6.jpg,640,640,Pothole,135,127,279,157
pic-122-_jpg.rf.727dc87f7e5fb44ce14cf3878f669aa7.jpg,640,640,Pothole,223,417,640,634
pic-122-_jpg.rf.727dc87f7e5fb44ce14cf3878f669aa7.jpg,640,640,Pothole,91,324,241,445
pic-122-_jpg.rf.727dc87f7e5fb44ce14cf3878f669aa7.jpg,640,640,Pothole,424,226,640,317
pic-122-_jpg.rf.727dc87f7e5fb44ce14cf3878f669aa7.jpg,640,640,Pothole,334,189,391,225
pic-122-_jpg.rf.727dc87f7e5fb44ce14cf3878f669aa7.jpg,640,640,Pothole,90,253,265,323
pic-122-_jpg.rf.727dc87f7e5fb44ce14cf3878f669aa7.jpg,640,640,Pothole,4,304,72,361
pic-122-_jpg.rf.727dc87f7e5fb44ce14cf3878f669aa7.jpg,640,640,Pothole,441,152,539,176
pic-187-_jpg.rf.725f375e91986c9cc15b8f0b2b708cb9.jpg,640,640,Pothole,31,532,257,640
pic-187-_jpg.rf.725f375e91986c9cc15b8f0b2b708cb9.jpg,640,640,Pothole,77,401,188,510
pic-187-_jpg.rf.725f375e91986c9cc15b8f0b2b708cb9.jpg,640,640,Pothole,135,188,634,403
pic-40-_jpg.rf.7047af1ffe9d3d01ef41591660a7bd37.jpg,640,640,Pothole,142,112,535,492
pic-40-_jpg.rf.7047af1ffe9d3d01ef41591660a7bd37.jpg,640,640,Pothole,14,212,146,290
pic-191-_jpg.rf.722924f292c69c3948e42a9759882f26.jpg,640,640,Pothole,219,96,477,413
pic-76-_jpg.rf.72e4e540e160870c4756c500e80e40b1.jpg,640,640,Pothole,34,192,595,586
pic-7-_jpg.rf.7400b47430ca61631409d5ec433fbf79.jpg,640,640,Pothole,36,455,395,640
pic-7-_jpg.rf.7400b47430ca61631409d5ec433fbf79.jpg,640,640,Pothole,162,215,285,253
pic-238-_jpg.rf.73b9192a4cd0112e00efe9158aff9459.jpg,640,640,Pothole,45,408,280,593
pic-238-_jpg.rf.73b9192a4cd0112e00efe9158aff9459.jpg,640,640,Pothole,257,455,591,565
pic-238-_jpg.rf.73b9192a4cd0112e00efe9158aff9459.jpg,640,640,Pothole,316,296,637,440
pic-111-_jpg.rf.748bde6c84a85700fe3e4a8ad8e5c83c.jpg,640,640,Pothole,181,485,428,638
pic-111-_jpg.rf.748bde6c84a85700fe3e4a8ad8e5c83c.jpg,640,640,Pothole,75,393,269,478
pic-111-_jpg.rf.748bde6c84a85700fe3e4a8ad8e5c83c.jpg,640,640,Pothole,230,290,331,353
pic-111-_jpg.rf.748bde6c84a85700fe3e4a8ad8e5c83c.jpg,640,640,Pothole,91,269,194,322
pic-111-_jpg.rf.748bde6c84a85700fe3e4a8ad8e5c83c.jpg,640,640,Pothole,33,218,203,267
pic-111-_jpg.rf.748bde6c84a85700fe3e4a8ad8e5c83c.jpg,640,640,Pothole,452,104,533,141
pic-139-_jpg.rf.738912a20f4c9753a555bf9e7a468851.jpg,640,640,Pothole,260,283,613,633
pic-139-_jpg.rf.738912a20f4c9753a555bf9e7a468851.jpg,640,640,Pothole,457,233,640,456
pic-139-_jpg.rf.738912a20f4c9753a555bf9e7a468851.jpg,640,640,Pothole,110,164,229,205
pic-297-_jpg.rf.72ed26dca533a7e479c08103a5569c8f.jpg,640,640,Pothole,181,378,637,614
pic-162-_jpg.rf.7352a1a695f0ce198ca67b3f1c186fd6.jpg,640,640,Pothole,229,375,478,541
pic-162-_jpg.rf.7352a1a695f0ce198ca67b3f1c186fd6.jpg,640,640,Pothole,536,269,625,293
pic-239-_jpg.rf.755180833958d9091b3bb6a24b34f8c9.jpg,640,640,Pothole,0,541,308,640
pic-239-_jpg.rf.755180833958d9091b3bb6a24b34f8c9.jpg,640,640,Pothole,283,400,481,427
pic-239-_jpg.rf.755180833958d9091b3bb6a24b34f8c9.jpg,640,640,Pothole,0,348,401,391
pic-239-_jpg.rf.755180833958d9091b3bb6a24b34f8c9.jpg,640,640,Pothole,67,297,285,327
pic-239-_jpg.rf.755180833958d9091b3bb6a24b34f8c9.jpg,640,640,Pothole,177,230,437,260
pic-214-_jpg.rf.74655743f4f3d67bb2e21be9727a7946.jpg,640,640,Pothole,368,190,640,360
pic-63-_jpg.rf.75d85a055ab217101c1e32000dd5826b.jpg,640,640,Pothole,112,0,568,639
pic-63-_jpg.rf.75d85a055ab217101c1e32000dd5826b.jpg,640,640,Pothole,0,255,80,460
pic-63-_jpg.rf.75d85a055ab217101c1e32000dd5826b.jpg,640,640,Pothole,591,268,635,327
pic-49-_jpg.rf.7566ef76e82dccc357ff1691393cdff8.jpg,640,640,Pothole,25,251,470,640
pic-49-_jpg.rf.7566ef76e82dccc357ff1691393cdff8.jpg,640,640,Pothole,586,301,640,350
pic-260-_jpg.rf.76bee172574bbacef55e6935f031bf20.jpg,640,640,Pothole,78,320,359,560
pic-260-_jpg.rf.76bee172574bbacef55e6935f031bf20.jpg,640,640,Pothole,202,146,418,236
pic-127-_jpg.rf.762e69fb9b1c80f586c501b5b9c515db.jpg,640,640,Pothole,69,492,187,550
pic-163-_jpg.rf.75e0f6d481468e27710dc5bec3a78ea2.jpg,640,640,Pothole,61,249,457,570
pic-197-_jpg.rf.76da5b1b10db8580430d527ce9cc2ac3.jpg,640,640,Pothole,140,203,451,453
pic-197-_jpg.rf.76da5b1b10db8580430d527ce9cc2ac3.jpg,640,640,Pothole,81,91,149,138
pic-7-_jpg.rf.75ec4611f8576a0f7706a3767986d5fa.jpg,640,640,Pothole,80,466,429,640
pic-7-_jpg.rf.75ec4611f8576a0f7706a3767986d5fa.jpg,640,640,Pothole,158,227,281,261
pic-74-_jpg.rf.753bab7893e8644b71fea76010278698.jpg,640,640,Pothole,88,191,553,386
pic-41-_jpg.rf.74ff92157ffacab71cc6f120cb5663a6.jpg,640,640,Pothole,206,240,584,446
pic-41-_jpg.rf.74ff92157ffacab71cc6f120cb5663a6.jpg,640,640,Pothole,64,142,199,203
pic-138-_jpg.rf.766c3d35632f4641ce9d5207a3cadd70.jpg,640,640,Pothole,154,295,450,593
pic-132-_jpg.rf.797a01efcb3ccc31edc05fbd79854344.jpg,640,640,Pothole,60,348,515,483
pic-166-_jpg.rf.77f1227905045ad65f8fda0d6427dbe5.jpg,640,640,Pothole,117,141,592,305
pic-166-_jpg.rf.77f1227905045ad65f8fda0d6427dbe5.jpg,640,640,Pothole,166,391,398,492
pic-62-_jpg.rf.7863aa2444a65c631e8af7c5b9ac8edb.jpg,640,640,Pothole,77,154,585,412
pic-53-_jpg.rf.7815bad4623e4bb70645806ea5a77a47.jpg,640,640,Pothole,149,72,638,640
pic-84-_jpg.rf.79ea02211ed732335af4650b0977b9ad.jpg,640,640,Pothole,272,124,640,554
pic-84-_jpg.rf.79ea02211ed732335af4650b0977b9ad.jpg,640,640,Pothole,12,363,135,640
pic-276-_jpg.rf.792c2b69462ae79fca0cca74330fe0e7.jpg,640,640,Pothole,21,524,598,612
pic-276-_jpg.rf.792c2b69462ae79fca0cca74330fe0e7.jpg,640,640,Pothole,148,323,640,372
pic-276-_jpg.rf.792c2b69462ae79fca0cca74330fe0e7.jpg,640,640,Pothole,243,245,529,282
pic-29-_jpg.rf.75b74368c26af7be08174514a5e86a35.jpg,640,640,Pothole,193,530,435,640
pic-29-_jpg.rf.75b74368c26af7be08174514a5e86a35.jpg,640,640,Pothole,414,391,548,440
pic-29-_jpg.rf.75b74368c26af7be08174514a5e86a35.jpg,640,640,Pothole,192,330,307,367
pic-29-_jpg.rf.75b74368c26af7be08174514a5e86a35.jpg,640,640,Pothole,242,266,382,289
pic-131-_jpg.rf.7a54a7e1ad2243629779c48a41b94ca1.jpg,640,640,Pothole,42,194,496,484
pic-189-_jpg.rf.7a11114bc4c2fe1c330b2eff3ec1b609.jpg,640,640,Pothole,0,136,634,585
pic-93-_jpg.rf.7a97c10314fb3e87620c30001a1ebda8.jpg,640,640,Pothole,101,401,538,605
pic-93-_jpg.rf.7a97c10314fb3e87620c30001a1ebda8.jpg,640,640,Pothole,212,293,477,392
pic-93-_jpg.rf.7a97c10314fb3e87620c30001a1ebda8.jpg,640,640,Pothole,335,219,518,264
pic-93-_jpg.rf.7a97c10314fb3e87620c30001a1ebda8.jpg,640,640,Pothole,317,151,389,179
pic-158-_jpg.rf.7c67c2036a30fd93eed5361cc2f4f1c8.jpg,640,640,Pothole,436,540,530,622
pic-158-_jpg.rf.7c67c2036a30fd93eed5361cc2f4f1c8.jpg,640,640,Pothole,320,515,367,549
pic-133-_jpg.rf.7aa442a433a0074d31ec5ba2de39c2a4.jpg,640,640,Pothole,0,224,574,639
pic-57-_jpg.rf.7d1b62f97cac4df979e6f394117d04d1.jpg,640,640,Pothole,131,361,368,535
pic-57-_jpg.rf.7d1b62f97cac4df979e6f394117d04d1.jpg,640,640,Pothole,480,421,640,575
pic-57-_jpg.rf.7d1b62f97cac4df979e6f394117d04d1.jpg,640,640,Pothole,363,259,489,333
pic-57-_jpg.rf.7d1b62f97cac4df979e6f394117d04d1.jpg,640,640,Pothole,205,194,322,291
pic-57-_jpg.rf.7d1b62f97cac4df979e6f394117d04d1.jpg,640,640,Pothole,39,113,187,188
pic-57-_jpg.rf.7d1b62f97cac4df979e6f394117d04d1.jpg,640,640,Pothole,251,86,394,157
pic-57-_jpg.rf.7d1b62f97cac4df979e6f394117d04d1.jpg,640,640,Pothole,491,74,608,140
pic-57-_jpg.rf.7d1b62f97cac4df979e6f394117d04d1.jpg,640,640,Pothole,382,33,490,91
pic-57-_jpg.rf.7d1b62f97cac4df979e6f394117d04d1.jpg,640,640,Pothole,333,6,435,22
pic-57-_jpg.rf.7d1b62f97cac4df979e6f394117d04d1.jpg,640,640,Pothole,39,41,151,95
pic-210-_jpg.rf.7d87d7b5337a40b2c80ce816e643376a.jpg,640,640,Pothole,355,224,453,246
pic-210-_jpg.rf.7d87d7b5337a40b2c80ce816e643376a.jpg,640,640,Pothole,396,134,630,284
pic-210-_jpg.rf.7d87d7b5337a40b2c80ce816e643376a.jpg,640,640,Pothole,0,159,541,605
pic-246-_jpg.rf.7b2fd4f45f1134c636d1a6fe51744d46.jpg,640,640,Pothole,287,474,364,521
pic-246-_jpg.rf.7b2fd4f45f1134c636d1a6fe51744d46.jpg,640,640,Pothole,307,584,388,640
pic-246-_jpg.rf.7b2fd4f45f1134c636d1a6fe51744d46.jpg,640,640,Pothole,334,398,566,553
pic-246-_jpg.rf.7b2fd4f45f1134c636d1a6fe51744d46.jpg,640,640,Pothole,168,444,216,508
pic-54-_jpg.rf.7cc54c3290a15bece4443e1f76a5800c.jpg,640,640,Pothole,17,243,497,640
pic-174-_jpg.rf.7ffbfba8e5d63b5f4577f701ca5f7105.jpg,640,640,Pothole,465,484,515,517
pic-174-_jpg.rf.7ffbfba8e5d63b5f4577f701ca5f7105.jpg,640,640,Pothole,271,412,465,482
pic-150-_jpg.rf.80838b8e9f59a59d85e9727727b31fd7.jpg,640,640,Pothole,212,495,285,552
pic-150-_jpg.rf.80838b8e9f59a59d85e9727727b31fd7.jpg,640,640,Pothole,509,496,577,523
pic-150-_jpg.rf.80838b8e9f59a59d85e9727727b31fd7.jpg,640,640,Pothole,259,361,457,391
pic-150-_jpg.rf.80838b8e9f59a59d85e9727727b31fd7.jpg,640,640,Pothole,127,368,207,407
pic-44-_jpg.rf.7bb3eef4deaf2aa9c2fb506c168e3f77.jpg,640,640,Pothole,198,200,399,450
pic-44-_jpg.rf.7bb3eef4deaf2aa9c2fb506c168e3f77.jpg,640,640,Pothole,410,64,599,229
